# {"t_start": 1597490725.952815, "env_id": "HopperBulletEnv-v0"} 
r,l,t
14.515858,8,59.490486
18.469951,11,59.536632
21.11423,17,59.57254
17.876081,11,59.597819
23.3791,16,59.634448
15.28673,6,59.646594
19.677622,7,59.659732
15.787159,9,59.677009
14.239258,6,59.688485
15.949611,9,59.705385
20.168407,11,59.726232
15.594609,10,59.745068
15.428775,8,59.872441
16.139248,13,59.90123
17.061396,6,59.914907
16.464152,11,59.936476
14.941101,6,59.947719
18.940687,5,59.957489
15.523504,7,59.96945
20.257856,10,59.98644
12.417021,6,59.997441
20.665442,12,60.018812
18.505718,8,60.033678
13.014478,9,60.050269
15.391946,12,60.073411
16.620753,12,60.09596
15.174702,5,60.105697
13.395714,20,60.140756
13.926844,9,60.157615
15.237328,5,60.167228
12.269847,5,60.177473
14.216452,11,60.198329
15.464065,8,60.214127
15.707634,7,60.227877
16.111224,6,60.239419
16.768253,5,60.249391
16.362683,6,60.261103
12.859583,11,60.28197
17.686706,9,60.29915
15.689876,7,60.312346
12.922667,7,60.325355
15.198153,11,60.345435
21.700938,15,60.373438
13.452374,5,60.382419
16.784403,8,60.397203
15.454534,7,60.410317
16.87467,11,60.431087
19.13955,8,60.446019
16.326698,10,60.464068
21.775087,12,60.485662
16.061937,7,60.499645
17.485282,7,60.513113
14.515317,7,60.526305
16.324091,8,60.545008
14.547938,11,60.565828
12.234369,10,60.583126
22.341043,15,60.609984
13.982133,5,60.618415
23.443059,15,60.647593
18.963388,8,60.66465
18.24452,15,60.694675
13.066599,11,60.716729
15.199188,7,60.732005
19.629075,10,61.564149
19.198366,12,61.585916
21.283146,11,61.605323
17.737987,13,61.629263
17.906419,7,61.642376
17.076568,6,61.653777
16.897694,10,61.672139
16.057064,6,61.683864
17.089435,8,61.698627
16.613522,9,61.715042
23.39681,21,61.753034
16.700815,12,61.775476
15.038956,11,61.795733
15.696284,11,61.815839
18.302623,6,61.827254
15.702682,12,61.849288
19.34797,13,61.873241
16.800104,5,61.882898
15.17976,6,61.894093
16.214414,7,61.907094
15.146635,7,61.919987
17.879172,6,61.931132
18.578925,9,61.947954
18.253101,11,61.96802
18.878152,9,61.984898
12.64101,8,61.999641
15.935606,5,62.00997
12.989685,7,62.023998
14.030353,10,62.043344
18.382714,6,62.054835
15.506717,9,62.073512
14.724386,6,62.084927
18.407478,10,62.103075
24.6822,15,62.13507
21.521072,16,62.164378
16.502055,8,62.179166
14.521343,20,62.216414
15.220284,12,62.238317
18.033078,10,62.257818
17.754108,13,62.281751
18.566517,9,62.299247
15.666018,6,62.310468
17.886337,10,62.330046
17.063488,7,62.342849
17.108932,5,62.352397
16.651631,5,62.362061
16.77214,14,62.388115
20.491676,10,62.40669
19.015389,7,62.42075
17.846809,10,62.441721
17.970441,9,62.460392
18.884287,9,62.481395
15.700836,5,62.491383
21.040753,11,62.512261
19.595834,11,62.533562
16.128685,6,62.578359
15.464847,22,62.667958
20.323354,8,62.69669
13.691004,5,62.71106
15.91086,7,62.72773
15.607128,9,62.748891
16.145811,7,62.762422
18.366826,6,62.774013
17.260917,7,62.78799
17.063573,7,62.815265
23.247027,15,62.844486
16.427726,6,62.855624
15.424857,5,62.865365
20.601001,14,62.898347
16.553259,10,62.929073
16.313173,7,62.944046
12.319506,6,62.962065
15.142427,7,62.975434
19.595754,10,62.997449
16.53529,12,63.019912
9.604946,10,63.039107
20.551817,18,63.073472
16.956501,5,63.083346
13.357525,7,63.097076
19.291227,10,63.116109
17.082251,6,63.129849
16.272979,5,63.139598
14.364776,11,63.164587
12.030588,7,63.179928
17.239616,9,63.198187
18.563876,6,63.212101
16.004741,7,63.225891
16.821834,12,63.250315
16.232234,13,63.275324
13.218065,6,63.287199
19.107337,7,63.302114
16.975747,8,63.318359
19.086134,7,63.333115
15.413688,14,63.361876
15.966697,6,63.373635
16.495799,6,63.386841
18.02764,8,63.405734
14.860012,6,63.417502
15.239755,6,63.431699
17.267242,6,63.443776
14.655597,6,63.455559
20.617041,8,63.471723
18.522067,8,63.48834
17.910316,7,63.50557
14.335756,10,63.531949
15.410905,6,63.549707
14.568742,10,63.5776
16.28912,10,63.59865
16.310216,9,63.617851
21.127463,9,63.64361
17.35615,8,63.660023
18.388685,11,63.684316
15.962647,10,63.707435
17.320194,10,63.730302
14.298604,9,63.751137
15.21034,9,63.778108
14.681174,16,63.822231
17.331264,6,63.837802
17.962224,7,63.856108
19.424335,6,63.870507
23.823044,15,63.904953
15.735435,9,63.924008
17.808338,14,63.953882
15.881584,10,63.97453
15.247038,10,63.995167
20.099563,10,64.018287
15.90027,5,64.032494
17.146748,7,64.049854
21.015064,11,64.079689
16.565673,9,64.103211
20.179428,15,64.140671
16.801374,7,64.154733
15.39761,9,64.172888
17.724566,7,64.187041
15.388258,10,64.206456
20.564713,10,64.227291
14.297513,7,64.241307
