# {"t_start": 1596282188.4792216, "env_id": "Hopper-v2"} 
r,l,t
10.170359,14,7.085245
8.891854,10,9.638295
8.077651,19,14.194241
12.106938,16,18.389869
24.19586,20,23.5267
6.385725,28,30.681142
6.997876,9,33.208025
8.992155,17,36.955043
11.738296,40,46.495379
23.586021,30,54.103666
9.837431,19,59.005373
8.084419,15,62.361835
5.246596,9,64.156832
10.753101,12,66.832314
7.202777,17,70.757874
32.881002,28,76.880365
33.548425,32,84.772356
32.025216,29,91.49219
13.808752,27,97.585506
18.617809,23,103.617803
15.860221,18,108.4713
10.42353,14,111.952511
20.921685,26,118.672692
10.134001,19,123.577864
21.18371,37,133.131384
9.776871,12,136.025786
11.868737,16,139.600703
15.494651,28,147.271817
11.43636,13,150.548214
14.229784,22,155.552142
6.582613,10,158.196805
13.008979,21,163.549647
10.072334,23,170.209201
30.126048,37,179.756163
9.123867,13,182.490421
88.05999,52,193.993223
14.615122,16,197.772327
7.212402,9,200.472177
16.90552,19,205.056032
8.203191,11,207.764343
14.29633,20,212.650421
7.063346,12,215.662056
8.679929,14,219.250271
7.472403,9,221.458438
6.986765,12,224.461676
19.679457,29,231.933655
8.863482,14,235.550352
24.979796,21,240.338202
12.763714,16,244.326539
6.025437,11,247.368571
4.82757,19,251.006111
59.39188,35,251.782419
9.30453,11,251.9429
5.008988,10,251.978866
41.506743,44,252.376923
4.704085,11,252.591183
8.12489,10,252.768122
7.683418,12,253.177502
7.393276,16,253.462386
6.287297,8,253.722333
16.585832,18,254.154045
7.537587,11,254.33244
5.373555,8,254.43811
9.101855,13,254.617825
8.082428,10,254.755453
13.55799,17,255.01232
7.474866,14,255.389746
5.152376,16,255.73451
76.628324,55,256.851856
11.369819,16,257.162044
24.611906,21,257.697874
11.335239,15,258.00167
15.198923,21,258.484907
12.003524,34,259.407444
8.705353,23,260.048061
15.18049,17,260.394207
5.445464,12,260.631007
8.004812,10,260.833973
7.009582,9,260.990759
9.373967,14,261.276848
5.660662,14,261.660586
9.70356,14,262.047729
12.919475,19,262.493528
12.994086,15,262.818108
5.542722,8,262.994719
122.24255,67,264.58641
5.932582,9,264.779879
9.433771,19,265.178943
19.102907,23,265.621866
8.209112,13,265.877022
5.942598,10,266.250487
5.969314,9,266.379272
24.461891,24,266.855542
4.895319,9,267.041481
6.958086,10,267.246567
7.462729,16,267.591968
15.012835,18,267.938701
6.537486,12,268.180063
6.442508,10,268.461489
8.554905,10,268.660004
6.085298,9,268.817014
10.73009,19,269.164096
43.47988,33,269.914066
28.768797,28,270.607558
37.4108,30,271.181896
29.68867,33,271.746285
5.142154,9,271.874322
6.062544,9,272.020465
9.141449,19,272.248675
7.884068,13,282.560238
52.870854,34,283.265753
16.908412,21,283.803065
16.151761,18,284.305057
22.073769,21,284.830789
7.562424,15,285.213492
15.218588,22,285.852216
7.920763,13,286.140413
12.716697,16,286.519425
11.790744,13,286.827244
8.318233,14,287.158925
23.416084,20,287.677496
18.077654,20,288.20801
7.931274,24,288.795234
7.132768,10,289.022503
10.594034,14,289.321806
14.490108,26,289.87317
22.778028,21,290.379884
5.656322,19,290.744021
7.252754,12,290.9712
25.045616,32,291.681612
33.175739,43,292.702049
13.872584,15,293.12945
14.95394,26,293.778457
9.27709,21,294.497282
12.347091,16,294.802201
7.913447,11,295.17943
14.359113,20,295.546795
10.819038,16,295.723471
64.119884,38,296.235433
5.351399,13,296.508521
15.409137,17,296.952905
5.435658,10,297.43897
100.2832,73,299.318304
10.976588,22,299.948262
13.370979,14,300.395165
29.296513,38,301.258736
12.566532,27,301.983961
58.679576,36,302.81846
18.25608,29,303.462388
10.91309,20,303.833294
16.317815,30,304.440744
10.48521,14,304.731225
54.900564,38,305.607892
17.143203,20,306.002652
7.213916,10,306.226647
9.424815,15,306.576651
5.813166,8,306.890556
15.461624,24,307.608015
8.415571,18,307.909372
24.318843,29,308.62132
27.486408,22,308.977826
19.982578,17,309.197614
74.764005,52,310.284532
9.603749,17,310.566051
6.928073,9,310.728718
38.002049,46,311.636029
21.150357,23,312.233819
18.550876,28,312.907789
14.367256,19,313.377558
13.073976,17,313.742334
15.189812,16,314.139242
12.786498,18,314.553442
25.186735,24,315.283623
20.530777,20,315.936507
21.659602,22,316.591402
8.894321,16,316.796446
50.726482,68,318.647108
42.871856,28,319.263204
14.648988,17,319.975879
67.728275,48,321.16716
10.253936,11,321.508349
7.479809,10,321.772689
26.168771,29,322.405907
20.337155,20,322.981291
7.56828,25,323.239463
8.517558,26,323.597726
34.022539,50,324.529246
18.309484,23,324.982424
25.811681,27,325.762378
10.135556,22,326.117228
6.83303,11,326.269238
28.476754,31,326.936368
2.906745,15,327.42007
13.683884,20,327.625278
12.844391,13,327.954209
7.369128,9,328.218948
21.960172,20,328.462486
13.638934,30,328.709486
6.237146,14,328.824553
13.230904,15,328.988334
78.562027,49,336.530511
19.59397,19,336.947682
16.432103,16,337.461812
86.680445,51,338.484273
9.824311,13,338.796761
36.466542,29,339.550815
53.884786,39,340.840426
64.237974,49,341.578845
14.670448,20,341.809163
84.553981,49,342.676414
144.210917,77,344.695194
54.276503,36,345.606314
71.026931,41,346.354763
75.822372,46,347.230164
55.842581,47,348.250528
30.788269,27,348.957965
56.493455,50,349.899874
45.217705,35,350.619189
9.208325,13,350.85157
42.447236,37,351.805821
82.464641,48,352.629497
14.120641,19,353.054674
25.30487,29,353.505141
76.46737,45,353.91466
9.648791,14,354.196541
75.021176,44,355.008883
18.056576,24,355.563417
9.148681,11,355.8771
17.168161,28,356.709477
48.411765,35,357.447887
91.154294,56,358.762472
61.015036,37,359.711878
107.119293,72,361.513191
18.135071,31,362.486032
10.973361,12,362.944583
10.728312,13,363.190358
72.31225,42,364.377502
174.287383,80,366.64654
8.527776,10,366.977823
23.997813,21,367.765769
127.279008,66,369.452924
15.495774,23,369.860589
17.536457,23,370.20645
18.52577,18,370.755432
30.148798,29,371.288271
135.868356,75,372.588202
80.688828,47,373.371976
24.017037,37,373.840546
15.697091,24,374.387151
73.964289,43,375.453414
110.900005,61,376.135268
38.665788,34,376.355153
9.989536,18,376.583666
37.985057,37,377.660287
6.444333,9,377.757765
9.799404,15,378.138013
62.712568,43,379.080992
7.860011,10,379.432944
23.294676,20,379.915918
28.130481,24,386.088431
167.056183,81,387.978767
63.037381,38,388.894459
89.492068,56,390.322829
213.264981,96,392.540049
60.831438,38,393.439235
11.61015,13,393.757529
28.233577,23,394.210314
33.492533,27,394.879924
95.333577,61,396.1926
70.974425,71,397.847045
17.376662,22,398.255998
15.149593,15,398.551271
92.3078,55,399.661317
33.492786,37,400.320196
25.916065,22,400.708781
10.609788,12,400.932104
89.137833,52,401.902821
88.732863,56,402.85812
19.566973,23,403.405775
24.103623,23,403.879898
32.928574,28,404.44664
76.181439,44,405.317121
18.854396,27,405.958062
14.902933,16,406.253938
13.640456,26,406.822775
22.619565,20,407.217288
95.375696,111,409.650615
29.621563,25,410.28376
19.200731,18,410.620853
162.711643,91,412.673036
128.811896,87,414.394572
207.525723,100,416.705796
73.074615,44,417.617551
72.865022,46,418.826384
43.595631,33,419.787077
101.920519,56,421.197979
90.552509,53,421.816212
146.515128,94,423.601204
61.570213,64,424.781988
78.656916,44,425.746824
181.959196,90,427.916139
207.423202,92,436.411412
96.024169,56,437.642687
115.125538,60,439.05052
206.001869,103,441.308234
115.888458,65,442.721153
122.300213,64,444.262468
202.541227,96,446.513344
186.913996,97,448.5844
148.183739,76,450.254197
105.096481,58,451.553203
71.586625,42,452.363349
104.978697,61,453.782163
250.990684,112,456.299962
50.247263,30,456.938279
67.023726,39,457.931545
125.520105,65,459.371923
60.79075,36,460.244331
62.015857,38,461.069563
127.167635,64,462.58182
27.374966,59,463.818644
116.490148,61,465.233156
107.568262,60,466.569519
110.529178,59,467.903654
216.372037,97,470.148592
184.865311,83,472.104494
209.103939,102,474.577904
130.114631,69,476.143939
74.948246,44,477.378315
178.978074,85,479.200328
112.343154,61,480.481795
53.567425,32,481.120794
199.384591,90,489.851043
160.268426,77,491.333129
201.292449,92,493.21383
212.308275,98,495.384608
65.321598,39,496.082402
16.19174,17,496.401637
174.764261,81,498.153265
214.109532,93,500.197344
177.755181,84,502.216118
127.923497,68,503.585363
155.362212,75,505.126486
114.621829,76,506.908285
216.039932,93,508.975089
54.827813,34,509.677055
178.697981,126,512.655159
8.558413,10,512.900817
181.128305,116,515.591918
212.763588,94,517.65092
138.702984,71,519.343355
200.60004,89,521.26972
197.614652,122,524.103235
214.078795,94,526.160236
157.418281,77,527.844048
161.170381,76,529.644981
233.089076,101,532.133893
152.044844,84,534.125322
211.479738,93,543.627723
203.454603,101,546.050515
198.384084,90,547.275024
199.426721,88,548.536101
75.770621,45,549.286661
214.320879,97,551.252414
202.120961,92,553.599874
164.591183,77,555.20747
200.323676,94,557.246885
207.1813,94,559.444603
221.907987,98,561.569166
221.593333,97,563.747729
225.992291,104,565.998762
52.080285,32,566.707355
219.017178,96,568.127297
219.610069,119,570.593219
201.876461,88,572.374741
71.851445,42,573.287977
194.292457,97,575.391961
203.159781,91,577.451572
16.845967,18,577.770867
205.831169,93,579.740231
159.474161,74,581.394801
64.868548,39,582.377993
63.08489,39,583.227807
208.179412,90,585.171453
137.665636,69,593.103662
191.85014,87,594.909064
232.039072,103,596.815828
209.737616,96,598.732525
219.219972,95,600.778188
68.368118,40,601.673183
217.774754,96,603.862583
231.435743,99,606.261501
170.268509,79,607.984796
209.746937,92,609.744565
209.273026,93,611.670797
132.899967,67,613.037982
213.010267,94,614.855225
211.751286,93,616.678311
195.188767,89,618.548953
137.441557,68,620.162591
206.356017,91,622.144467
221.691638,99,624.299021
227.047489,100,626.702373
193.07664,92,629.047239
200.751818,89,631.500085
82.273951,47,632.708573
208.395567,93,634.942597
159.783428,75,636.493192
163.10037,76,645.055583
223.540481,97,647.143043
186.04295,88,648.845877
215.009464,93,650.965719
211.680654,93,653.087578
214.306615,94,655.26283
199.559207,90,657.581405
207.735885,90,659.646158
174.304277,80,661.551535
214.30287,92,663.681533
208.02037,91,665.50777
255.930947,116,668.338801
218.803286,104,670.784767
228.581924,99,673.01661
221.856912,97,675.078265
202.912915,93,677.096767
208.123024,92,679.135683
209.130099,93,681.158794
204.58919,91,683.149352
203.259636,89,684.969024
159.713026,77,687.198145
211.410994,95,689.478176
203.703522,93,698.961741
208.573007,92,701.07615
211.05806,92,703.120945
222.922479,97,705.149903
222.609829,97,707.290005
209.700121,91,709.497564
221.342747,99,711.626688
147.970243,72,713.193623
206.42765,92,715.402462
212.345763,93,717.898752
239.663136,105,720.537899
200.17664,92,722.880722
211.062275,92,725.085904
191.221888,85,726.993316
216.110995,94,729.326852
212.120797,92,731.612231
224.616325,100,733.627941
205.557442,92,735.395005
196.944853,90,737.524276
206.440251,92,739.725727
218.146905,95,742.084156
196.737934,88,744.046861
224.975748,97,752.964223
211.635807,92,754.967984
197.424466,88,756.903933
207.053005,90,758.905772
215.846449,94,761.042468
205.990068,91,763.127038
210.320496,91,765.105498
206.792058,91,767.087913
190.699448,86,769.004603
197.191288,89,770.584517
221.2858,95,772.614425
64.789573,39,773.420856
212.417983,94,775.262991
214.641334,94,777.480173
201.800192,89,779.417173
210.575609,94,781.561129
215.88663,94,783.912782
212.076068,93,786.252203
199.30123,90,788.597158
221.522799,97,790.892238
199.998261,89,792.989263
210.846059,93,795.278506
206.957075,93,797.448783
204.493639,91,806.645179
211.254407,92,808.79671
99.946365,54,809.866086
206.261137,94,811.96994
214.368612,93,814.092989
200.60594,90,816.323366
215.568106,94,818.633283
223.784739,97,821.019943
214.66132,95,823.465341
201.16673,90,825.642107
221.075285,97,827.915622
217.946897,94,830.21342
210.545282,92,832.586663
203.654997,91,834.681653
215.319731,95,837.132299
214.722343,94,839.488159
204.844181,93,841.652109
218.327066,96,843.672978
205.749779,92,845.731999
201.134618,89,847.820726
218.813162,95,849.666342
200.737697,88,851.399364
199.762149,90,859.026517
230.104,97,861.357946
217.198081,101,863.612109
219.29287,95,865.941823
211.688993,93,868.248068
212.845983,94,869.304713
222.563199,98,870.962364
220.731308,99,873.490776
221.949526,98,875.647838
209.590256,90,877.465379
234.181842,101,879.568908
201.844692,89,881.632253
206.460275,91,883.602204
211.269268,93,885.428926
213.859895,93,887.529804
207.516583,91,889.338878
207.214781,91,891.115759
210.07852,92,893.249329
205.599646,92,895.413296
204.288866,90,897.770208
212.56019,94,900.112722
214.13227,94,902.520728
221.622046,96,911.963115
210.669676,92,914.317166
205.704037,92,916.476151
201.135238,89,918.590182
209.76447,92,920.734597
214.579898,93,922.767348
202.379175,90,924.828702
218.717156,95,927.349514
223.878565,97,929.394273
220.649754,96,931.404653
165.600532,79,932.953933
205.702933,91,935.058125
219.521029,95,937.027304
224.954147,98,939.223273
216.844273,95,941.153422
224.873439,98,943.187087
216.812763,94,945.432092
210.878057,92,947.472713
208.248431,92,949.278014
219.298264,96,951.481641
212.756673,92,953.5251
216.017234,96,955.608421
224.036347,97,963.668262
222.754866,96,965.549737
220.764119,97,967.715325
209.387057,92,969.902269
228.896904,100,971.91261
207.270906,90,973.763119
221.60685,97,976.126955
226.500502,98,978.383195
219.435351,95,980.444931
186.332013,88,982.53609
218.136513,95,984.604144
225.141186,98,986.98523
236.309805,102,989.419723
224.679966,98,991.521396
226.681729,99,993.736546
172.005487,80,995.603456
237.768778,102,997.856763
217.087833,98,1000.059085
216.666574,95,1002.115544
217.081174,94,1004.202959
220.614692,97,1006.5652
227.590253,98,1015.848754
226.43617,98,1018.494962
223.893692,98,1020.649772
213.124674,93,1022.714224
219.971695,96,1024.971857
217.648917,94,1026.944412
224.856059,98,1029.362804
233.887849,104,1031.382102
227.455805,100,1033.315023
222.834013,97,1035.415662
222.875492,98,1037.47731
223.183264,97,1039.469487
224.036212,98,1041.551961
93.667972,52,1042.669513
223.8638,97,1044.921856
256.693787,108,1048.06625
231.193058,99,1050.316081
214.998537,94,1052.828239
236.825218,101,1055.314824
217.805187,95,1057.603333
234.46656,103,1060.225024
216.32764,93,1062.411198
227.59301,100,1070.122314
233.935949,101,1072.410585
221.851914,97,1075.006021
233.395559,101,1077.83232
228.601374,99,1080.035996
228.798619,100,1082.529723
219.156398,97,1084.938857
230.080097,100,1087.111941
234.554895,101,1089.443425
220.231386,98,1091.653397
226.025438,98,1093.951667
231.161616,100,1096.193407
231.867267,100,1098.588642
222.685424,96,1101.032007
186.940648,87,1102.942397
227.460817,99,1105.079233
226.776555,100,1107.357261
223.043004,97,1109.484501
228.400741,98,1111.692789
227.488721,99,1113.758013
215.880515,94,1115.768313
228.244977,99,1124.003308
227.443646,100,1125.981992
222.552371,96,1128.014354
229.419991,100,1130.076035
231.007986,101,1132.180187
225.535216,98,1134.266967
243.656883,103,1137.00392
235.127594,101,1139.206659
233.703525,100,1141.885111
229.56933,100,1144.441743
226.732424,99,1146.79291
239.038235,101,1149.031575
229.654289,101,1151.124707
232.790326,100,1152.924193
232.937557,100,1155.288984
227.330864,99,1157.617723
226.407493,98,1159.914991
228.266809,98,1162.344496
235.851338,101,1164.409734
229.966958,102,1166.707757
215.204387,94,1174.560189
230.886292,100,1176.780183
230.647813,99,1179.010622
226.518745,98,1181.315135
217.652162,94,1183.859165
232.100876,100,1186.482254
241.731432,104,1189.041392
226.616674,100,1191.690076
238.292965,102,1194.357573
236.063383,101,1196.817183
235.340451,102,1199.398888
226.552778,97,1201.813232
238.284304,102,1203.628077
243.049369,103,1205.9459
231.498191,100,1208.459832
232.780176,102,1210.885725
233.683538,100,1213.038671
229.898497,101,1214.664475
257.60995,107,1216.803041
229.7079,98,1218.665557
232.101652,101,1220.909932
229.205654,100,1229.065965
290.422923,117,1231.917334
255.831564,107,1234.361099
228.150707,100,1236.55348
258.691598,108,1238.693375
224.750038,98,1240.753343
230.241549,101,1243.07617
221.831035,97,1245.343367
248.154264,105,1247.607893
249.240581,106,1249.673863
258.334368,110,1251.709503
238.656787,103,1253.985751
255.36004,107,1256.69391
261.35901,108,1258.300194
283.939822,114,1260.673776
231.570574,99,1262.878293
244.742669,104,1265.267169
236.967198,104,1267.428711
244.808445,105,1269.381121
238.695027,102,1278.729315
275.722866,112,1281.366947
312.156353,121,1284.084177
257.694985,108,1286.669155
241.547722,103,1289.416557
236.829212,102,1291.745343
257.4432,109,1294.42273
256.437308,106,1295.959973
222.303597,96,1297.964044
252.558403,105,1300.636294
262.391958,108,1303.1861
237.110296,102,1305.880175
247.114637,105,1308.820021
231.309893,99,1311.312208
239.228418,101,1312.391478
232.679778,102,1314.564948
290.997284,117,1317.571643
281.435143,114,1319.429804
254.415786,107,1321.500699
264.619696,108,1331.609981
295.842748,118,1334.479549
301.583415,119,1337.672811
257.156173,108,1340.44244
292.982098,117,1343.133801
265.212133,109,1345.587472
241.792452,103,1347.835998
259.91268,109,1350.21975
253.649504,107,1352.613796
257.142822,108,1355.000375
252.861552,107,1357.627031
279.662619,113,1359.969332
266.213732,109,1362.409283
276.092622,114,1365.383579
262.515009,109,1367.642048
290.128192,117,1370.301567
275.973834,112,1372.933173
256.529549,107,1375.411677
265.202523,110,1378.064641
277.405995,112,1387.526237
278.748656,112,1390.257512
299.987204,120,1392.414533
276.554097,111,1393.115772
330.360433,125,1395.30865
227.657928,99,1397.518216
263.083662,108,1400.442557
332.186216,126,1403.532422
312.471091,119,1406.68813
293.628759,116,1409.212126
268.229107,110,1411.492064
339.372145,128,1414.118846
230.523976,101,1416.258036
311.29621,123,1418.997535
231.921393,101,1421.061175
251.81981,106,1423.35253
293.071839,118,1426.177085
335.751091,127,1429.360314
281.811193,113,1438.924136
278.437567,112,1441.231844
288.436437,117,1443.993504
277.984911,115,1446.379182
329.468553,128,1449.206714
314.478619,123,1451.850021
280.177065,112,1454.310264
282.406351,112,1456.887631
286.964518,113,1459.54536
317.634386,122,1462.142694
299.931895,118,1464.473568
322.073767,125,1467.579831
283.067912,114,1470.216394
247.785145,105,1472.590669
267.032219,108,1475.123339
287.018704,116,1477.705901
264.59016,110,1480.021448
246.094439,105,1488.590364
270.122833,110,1491.372
331.61489,129,1494.457502
296.871859,118,1497.277803
354.771636,133,1500.625216
264.882472,109,1503.185237
297.97802,118,1505.925617
305.394002,121,1508.733301
332.490399,130,1511.800326
324.997783,128,1514.676255
281.957501,115,1517.196869
316.374467,124,1520.121752
326.243931,126,1523.560879
290.833849,116,1525.84494
348.308786,130,1528.046833
264.468318,110,1530.278603
336.57112,128,1532.997574
339.138073,132,1542.881651
326.573412,126,1545.41158
360.338451,133,1548.519806
377.793113,139,1551.611952
365.869515,135,1554.342497
339.245055,132,1556.940618
338.576629,128,1559.109092
323.045999,122,1561.871506
385.886689,142,1565.274479
308.168478,120,1568.065939
362.754586,139,1571.105084
372.764589,136,1574.57206
378.279185,139,1577.906165
345.264913,130,1580.933596
366.018514,133,1584.04278
355.115827,132,1586.821477
354.930444,133,1596.638861
380.562809,142,1599.802539
344.904401,131,1602.710276
348.019166,133,1605.620714
314.366597,122,1608.624747
376.292975,136,1611.791045
331.083791,131,1614.748169
272.06381,106,1617.174246
319.830824,122,1618.80935
367.307963,135,1621.377641
343.953814,135,1624.454935
325.645477,124,1627.424244
351.641388,134,1630.799357
371.108672,134,1633.926791
352.269084,129,1636.961899
348.882011,130,1646.934938
396.708577,142,1649.893755
374.128132,137,1653.043431
355.915219,136,1656.076592
388.12627,142,1659.267844
343.786108,132,1661.827477
343.584101,133,1664.529893
383.357096,139,1667.413989
384.656041,142,1670.760988
400.433614,142,1673.926392
366.11058,140,1677.287745
384.947284,139,1680.508709
357.424097,134,1683.41569
399.373293,141,1686.098559
349.903985,134,1688.982839
333.480558,127,1698.62041
396.907723,141,1701.485021
385.987781,139,1704.270893
398.470851,143,1707.384071
364.257426,134,1710.381696
374.21414,136,1713.813526
372.218635,136,1716.812753
318.168271,121,1719.648813
347.512305,133,1722.528417
412.215508,148,1726.019534
371.991539,134,1729.059872
375.102636,138,1732.176143
394.399198,142,1735.530327
375.267318,137,1738.451505
366.507235,135,1740.775007
364.873191,136,1750.245901
404.172126,145,1753.195429
395.782296,145,1756.336623
373.535835,141,1759.460871
395.535458,143,1762.545343
406.019637,146,1766.095337
370.91818,142,1769.055777
397.884647,142,1771.956339
389.505129,140,1774.942201
368.872702,133,1777.544602
406.146237,145,1780.755883
386.352709,140,1783.630259
387.813646,141,1786.545609
403.891138,145,1789.988191
389.495156,145,1793.279183
408.907801,149,1803.693706
368.574734,135,1806.720018
395.265657,142,1808.952831
400.22718,142,1810.993846
381.434965,142,1813.793401
406.918558,148,1816.44732
399.841348,145,1819.161386
390.846321,141,1821.844727
396.703826,142,1824.778531
383.218891,139,1828.264954
376.442671,143,1831.311639
414.099217,147,1834.518985
369.513093,137,1837.265436
404.959502,145,1840.441813
393.759638,142,1850.483899
416.282728,147,1854.01643
355.763268,136,1857.778686
418.366095,149,1861.352955
395.729131,143,1864.471753
408.864694,147,1867.805431
398.304823,142,1870.967067
411.317234,146,1874.027166
412.662308,145,1877.125154
418.73358,149,1880.342704
410.894076,148,1883.240145
417.621866,150,1886.380197
426.842796,153,1889.825354
407.344312,147,1892.891917
411.778499,146,1902.257538
417.61532,149,1905.807209
414.80916,147,1908.706929
401.297495,144,1911.784069
410.484424,146,1914.981499
391.019961,143,1917.430871
429.44103,155,1921.090744
412.058477,149,1924.757537
417.811735,149,1928.263223
416.444583,147,1931.828131
407.81535,144,1934.890407
405.39761,145,1938.237927
417.102797,148,1941.396194
407.561915,145,1944.670761
428.241798,152,1954.156051
280.420045,109,1956.815974
386.816991,140,1959.731565
424.762872,151,1963.401771
405.854424,148,1966.928061
417.408868,151,1970.565279
421.484229,148,1973.237989
420.008848,150,1976.668251
416.87081,148,1980.005135
415.983187,148,1983.256042
393.967368,140,1986.458007
405.912358,145,1989.386262
415.744478,149,1992.465704
416.783788,148,1995.570934
421.631127,149,2005.628657
408.29968,147,2008.506868
415.190726,150,2011.521127
428.537176,151,2014.561476
404.003541,145,2017.598619
406.24723,147,2020.780187
418.94273,149,2024.000078
421.779147,148,2027.598415
420.887155,146,2030.811091
398.836687,143,2033.903591
407.826073,144,2036.988364
407.811969,150,2039.553497
392.235168,141,2042.879942
391.01178,140,2045.66927
409.542716,147,2054.98551
423.850353,151,2058.148424
422.260077,149,2061.160614
415.732556,149,2064.313066
423.344047,151,2067.251876
421.337612,151,2068.677794
430.754067,153,2071.768609
431.485525,151,2074.974137
420.62927,149,2078.234465
416.667937,147,2081.544158
422.318697,150,2085.033612
414.746896,148,2088.624786
430.697756,155,2092.11186
422.055183,148,2095.372673
394.474892,144,2105.892902
425.531855,151,2109.430076
418.642102,152,2113.197037
418.637102,151,2116.282561
420.781416,152,2119.078109
422.460504,154,2122.340889
406.843038,145,2125.476708
422.658361,150,2129.257897
419.596768,148,2132.427518
433.123481,153,2135.990882
416.734364,148,2139.522927
422.829654,154,2143.174431
417.869345,150,2146.369268
428.459428,152,2158.602096
418.948533,153,2161.98085
427.32454,152,2165.096628
425.195609,150,2168.241252
431.999428,153,2171.6618
431.468585,153,2174.681437
416.727576,150,2177.893345
418.352426,148,2180.89701
422.099374,152,2184.382029
438.457099,154,2187.141037
419.726213,150,2189.850122
420.080355,149,2193.414571
419.446642,147,2196.313633
416.610094,146,2199.451163
429.310201,151,2208.148392
418.030158,151,2211.356181
430.653574,152,2214.684105
430.107133,154,2217.412787
431.886806,153,2218.708141
406.32496,147,2221.509114
420.309573,151,2224.85991
436.737987,156,2228.623817
428.845918,151,2232.136143
426.341943,151,2235.749516
424.612625,153,2239.064663
424.524373,155,2242.028028
421.394897,151,2245.334677
434.228286,153,2249.192579
415.664445,149,2259.194873
657.926532,212,2264.225204
422.899447,153,2267.459589
405.899021,149,2270.415871
438.42034,154,2273.673281
422.217537,152,2277.110682
425.12527,152,2278.53459
245.505477,102,2279.720357
431.536478,154,2283.222473
431.2748,153,2286.614996
422.118586,153,2289.759247
436.008376,154,2292.803113
422.742268,149,2296.124003
427.68136,150,2306.149969
451.405865,161,2310.039889
427.718406,151,2313.719646
424.745334,150,2317.089433
434.077006,153,2320.517305
443.853615,158,2323.942517
440.803263,157,2327.4409
427.862354,155,2330.798816
435.08591,155,2334.368278
416.876495,149,2338.517105
427.754163,153,2341.41593
435.19983,157,2344.45206
433.918595,154,2347.668533
429.319093,154,2358.346741
436.990699,157,2361.805949
431.441108,152,2365.435122
426.208309,152,2369.401999
432.340913,152,2372.558181
436.556019,156,2375.808326
436.053258,155,2379.0951
443.348923,160,2382.405782
434.936913,154,2385.596696
441.259386,155,2388.722606
428.149946,154,2391.460943
431.823941,152,2394.620036
432.111717,154,2397.460918
432.438677,155,2406.172581
434.534889,152,2409.415248
428.949834,153,2412.795783
438.528197,156,2416.229919
451.431135,159,2419.937589
687.84964,219,2424.444654
428.340592,154,2428.234598
416.904041,153,2431.585486
439.722895,157,2435.706975
443.055202,159,2438.886641
432.708661,156,2442.228571
437.847102,157,2443.854322
433.868222,154,2445.6471
431.421052,153,2455.268722
430.998684,152,2458.853561
419.947706,150,2462.071996
432.145899,156,2465.239565
434.612795,156,2468.404707
635.658507,204,2472.692366
657.44792,209,2477.506479
