# {"t_start": 1596282188.9764817, "env_id": "Hopper-v2"} 
r,l,t
8.295717,11,6.277782
23.431147,37,15.511716
8.574962,12,18.553111
8.147192,12,21.796859
36.746319,28,28.551708
47.927537,38,37.975791
8.50456,12,40.594551
14.146522,24,46.621049
7.056547,9,48.801945
7.320112,9,51.279747
10.700956,13,54.400433
6.249177,11,56.878859
10.987623,17,61.279811
21.576697,21,67.085895
14.013844,15,70.751674
6.290997,12,73.683143
14.230097,30,81.363368
32.119799,34,89.548657
15.735961,26,95.848991
32.875779,25,102.542056
11.838484,16,106.254215
7.667059,9,108.215631
11.127343,20,112.790072
9.559013,12,115.265247
12.994701,15,118.326426
9.450272,18,122.820618
8.757096,13,126.094898
5.873537,17,129.503188
10.103163,24,134.84513
8.481288,11,137.547855
8.929519,14,141.109533
8.093156,17,144.702976
8.66861,10,146.763621
9.884118,18,151.303868
4.991474,14,154.11609
8.270063,23,159.827061
7.098914,9,162.242117
7.619553,17,166.754754
9.289152,13,170.119766
17.212011,21,175.445482
8.406486,11,178.20338
16.715271,19,181.92645
11.443307,23,187.374325
12.709896,14,191.006952
5.619199,10,193.319038
18.372142,18,197.508815
29.819541,34,206.347326
9.208133,13,209.710049
8.497621,10,212.552881
9.401629,29,219.948863
8.081455,13,223.005692
7.081057,10,225.473473
9.561233,18,230.293912
24.219768,24,236.272336
6.916258,12,239.09673
43.496137,35,247.748451
3.040745,10,248.503516
13.662452,14,248.629359
7.720723,11,248.750296
15.33612,19,248.950886
9.893515,18,249.371264
9.643113,12,249.583833
9.084055,15,249.863135
9.549435,16,250.109449
10.428558,13,250.507391
11.34298,21,250.925664
6.516151,14,251.194365
8.476553,12,251.4078
8.204741,17,251.709403
6.923807,9,251.839428
32.727005,32,252.029122
12.379806,24,252.618618
8.809699,11,252.770452
10.936292,21,253.271279
11.728735,19,253.669245
22.275588,22,254.068177
4.408456,8,254.22424
7.489394,10,254.449492
11.852702,18,254.929102
3.837316,10,255.113372
14.111948,16,255.41161
7.149294,12,255.658807
6.32387,16,256.022352
10.897105,12,256.294977
33.943039,28,257.066057
10.968103,17,257.285004
21.151345,30,257.961121
14.017934,20,258.486719
12.93688,22,259.199027
16.326172,24,259.720255
19.834735,23,260.209025
8.277763,18,260.550052
11.269485,25,261.064309
8.597371,16,261.431466
11.082563,13,261.693965
13.48357,17,262.059216
7.654519,10,262.367329
8.990983,14,262.703435
8.980516,16,263.002287
6.47283,16,263.261694
9.098412,11,263.562933
4.887301,12,263.741668
9.765073,11,263.917608
14.761384,18,264.227838
5.515803,26,264.729128
11.522661,15,264.99683
27.528434,28,265.667441
17.234132,20,265.98312
16.016091,28,266.495011
48.976094,35,267.226991
9.004751,20,267.598242
8.719797,17,268.007586
10.198911,11,268.211897
15.381442,19,268.6413
9.097677,12,268.907067
11.096286,19,269.336144
6.949095,11,279.996014
75.818212,57,281.117696
11.258552,15,281.410809
69.339056,45,282.362062
10.381806,14,282.695625
13.280142,15,283.142652
8.646544,10,283.367567
41.599973,40,284.406245
9.459641,14,284.763158
6.5021,8,285.018787
21.717477,21,285.578554
16.018098,20,286.052788
22.287788,20,286.521645
11.533351,21,287.055929
82.307583,58,288.456547
10.491613,12,288.74371
28.725077,33,289.659283
67.556402,50,290.768439
16.814913,23,291.113775
19.630138,20,291.566102
12.129013,14,291.924008
39.386504,31,292.47522
11.473583,14,292.771051
86.380877,57,294.183941
9.434443,14,294.553306
14.513999,19,294.891071
5.172032,9,295.017791
24.850519,25,295.255692
40.749171,32,295.883729
7.722545,9,296.202753
61.893554,44,297.458442
10.446186,16,297.812713
21.38417,20,298.368343
8.541114,19,298.768457
18.083119,17,299.169214
6.596716,10,299.483951
20.787995,25,299.716957
60.510749,37,300.050555
22.133465,26,300.587369
52.163086,45,301.727238
9.960861,14,302.119838
22.61694,22,302.698732
23.619983,31,303.316647
21.477,21,303.826641
7.21423,11,304.099301
29.246856,25,304.880119
5.519187,9,305.000211
20.901939,25,305.526119
33.086044,42,306.615779
8.656661,10,306.899998
7.126849,11,307.122756
9.593565,17,307.371274
20.854826,38,308.19045
11.930072,18,308.644529
67.482688,44,309.715069
11.478466,15,309.855477
12.593079,14,310.09021
9.945241,13,310.460838
9.274735,11,310.800942
11.435646,21,311.021359
37.585363,31,311.434945
6.829717,12,311.785203
128.753333,66,312.408617
28.611369,31,313.104857
23.905614,23,313.714848
70.892226,50,315.151948
9.769588,12,315.491391
23.583557,31,316.557747
10.061958,25,317.107328
8.083942,12,317.334898
57.724096,41,317.587179
6.64922,8,317.633116
8.70881,10,317.699803
43.32013,32,318.563034
14.139712,15,318.967849
62.963675,61,320.435213
9.304479,12,320.546194
29.212707,24,320.95116
6.166481,8,321.038054
10.329589,13,321.386292
12.828023,21,321.76515
14.498628,16,322.020129
7.951339,10,322.395498
21.640731,29,322.962151
50.829096,37,323.778227
14.285255,17,324.122926
11.138616,17,331.187665
17.530325,36,331.525421
22.153831,20,331.755128
83.860871,51,332.700039
19.714916,22,333.279145
155.247895,93,335.493237
16.056667,23,335.995225
18.668924,19,336.386997
98.058807,61,337.940786
101.080741,58,339.539133
33.207252,30,340.463118
24.418487,27,341.048958
9.541282,13,341.319022
25.363607,30,341.986078
105.998005,57,343.122639
24.300838,26,343.524137
11.163614,15,343.6863
87.508676,53,345.094768
31.865133,36,345.878821
24.696703,24,346.485863
12.13911,13,346.733585
49.888836,36,347.549358
28.801557,31,348.168838
39.007513,32,348.885348
96.892707,60,350.17184
20.203141,20,350.694623
6.289151,10,350.839237
90.075359,55,351.568582
64.101765,64,352.912474
8.209745,10,353.15012
83.874056,48,354.362915
74.175918,44,355.31495
57.744505,59,357.227357
96.190562,61,358.66291
20.846078,23,359.260525
7.712371,12,359.498684
25.864763,28,359.921484
11.23863,15,360.020504
57.005794,43,360.835603
75.405794,47,362.148116
185.951832,84,364.052791
141.990298,70,366.180243
8.775844,17,366.730043
37.699206,41,367.357834
52.371728,45,367.993106
38.770405,42,368.392264
14.157876,17,368.493083
14.490021,16,368.573769
113.255742,60,369.298471
63.225362,38,370.392005
17.455603,22,371.109294
7.926066,12,371.545216
60.311054,39,372.409461
40.693675,36,373.073912
7.567059,11,373.212946
96.114349,58,374.091915
29.807833,26,382.174212
151.980814,80,383.974905
157.044368,87,386.311113
87.514464,52,387.762842
124.276327,63,389.056354
71.911351,42,389.994994
118.921306,65,391.386908
71.462916,42,392.383221
159.951973,77,394.180846
120.520271,69,395.782839
13.405161,15,396.283746
78.70424,46,397.215695
24.888311,24,397.744279
101.338856,54,399.147734
105.282865,57,400.656497
182.60892,98,402.846285
179.548479,94,405.000537
192.866339,95,407.163041
146.979225,73,408.491088
23.905938,22,408.996744
68.737836,41,409.994706
9.066247,12,410.222902
35.765714,28,410.848375
113.576332,71,412.487129
39.777652,34,413.190636
141.526839,74,415.03495
40.83964,31,415.752199
136.903099,87,417.839281
8.198982,12,418.127124
66.704523,39,419.06684
77.357327,46,420.261101
152.053945,81,422.159819
141.436729,70,423.845528
192.601962,100,426.097394
70.892756,43,427.118358
17.905718,18,427.521667
96.016678,54,428.693323
84.942195,49,435.847479
189.384612,87,437.821471
182.488735,82,439.513446
213.985251,97,442.021103
82.835702,48,443.221122
171.210543,89,445.300415
27.839326,25,446.354097
268.100666,143,449.564393
143.855099,72,451.150076
181.123844,110,453.714364
64.770692,39,454.582024
168.821217,84,456.485731
65.386119,44,457.492288
231.681339,102,459.144306
173.676342,85,460.739628
105.458125,58,461.815042
119.735028,63,462.93124
58.953137,35,463.786648
59.578279,53,464.818963
119.186137,66,466.199653
53.136205,32,466.929321
202.074041,92,468.895932
98.707077,54,469.946482
173.163625,109,472.478696
133.447795,69,473.850331
27.636196,36,474.683282
39.835777,31,475.364217
234.660308,117,478.072576
159.428433,76,479.698186
110.312902,59,487.031086
258.842944,136,490.082677
264.532283,117,492.925622
231.564556,123,494.699028
113.575775,61,496.024668
178.932522,82,497.984722
125.077319,66,499.347367
74.111215,44,500.272661
27.120094,22,500.815061
163.194023,83,502.535672
19.211655,18,503.018365
218.667062,100,505.246675
120.840907,66,506.653275
108.200365,58,507.455101
128.093534,67,508.736626
115.472274,61,510.156007
120.530486,68,511.658971
240.794984,109,514.32068
126.496164,72,516.027396
169.31398,85,518.169306
77.273732,45,519.050787
102.680695,60,520.391065
153.306391,84,522.530771
74.739374,43,523.371259
221.714964,112,525.883471
215.047702,94,528.119241
120.066101,62,529.657883
167.678989,88,531.782334
111.633958,60,539.92367
124.228812,66,541.083955
220.968388,105,543.633264
188.03463,85,545.246042
187.468137,87,546.913754
249.287469,115,548.185523
249.057723,108,550.37284
72.43151,44,551.392991
214.772127,111,554.156945
166.143477,87,555.946178
171.610242,86,557.789045
262.558974,113,560.388752
60.555397,35,561.189685
269.530354,131,564.575636
