eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
20.27,16.67760891,7,0.006636586,0.08886719,4.251156,-0.012886358,0.58900964,-0.5720473527908325,1,2048,280.07307827099976,2048
23.88,22.64254892,41,0.00949548,0.13686523,4.232369,-0.018577056,0.23177597,-0.026650309562683105,2,4096,329.8790746069999,4096
28.47,30.45010548,38,0.012450956,0.17133789,4.197489,-0.023333294,0.2511911,0.3174957036972046,3,6144,383.70211217199994,6144
35.31,44.497188380000004,41,0.010541862,0.15288086,4.168885,-0.022898963,0.2852339,0.2639209032058716,4,8192,432.91257286699965,8192
46.72,70.38839353,38,0.008598469,0.11689453,4.156472,-0.01874319,0.2508585,0.02364128828048706,5,10240,485.8803993389997,10240
57.33,98.95147559000002,39,0.009638541,0.13764648,4.148217,-0.019229913,0.20882168,0.11729782819747925,6,12288,537.9114612119997,12288
66.8,124.56284574,37,0.008908043,0.12333985,4.1219196,-0.018222118,0.16939507,0.23096323013305664,7,14336,591.9557582299999,14336
72.88,142.59697941000002,41,0.008477245,0.11621094,4.1157675,-0.01600017,0.11035385,0.5114026069641113,8,16384,641.8053546209999,16384
77.17,159.21599877,38,0.007115589,0.08886719,4.1010113,-0.012564609,0.0892738,0.5627661347389221,9,18432,694.8390346759998,18432
82.45,174.16905329000002,37,0.005984123,0.07368164,4.081565,-0.009282226,0.05908993,0.7002420425415039,10,20480,749.0955002119999,20480
86.15,186.71708046,40,0.0062998235,0.074121095,4.0615106,-0.0076484242,0.03761888,0.7998667359352112,11,22528,799.5077276689999,22528
87.32,193.28184734,38,0.0056552277,0.06621094,4.0531764,-0.0074218637,0.016513381,0.8769713342189789,12,24576,852.540942009,24576
90.03,201.7715167,37,0.0075909914,0.10073242,4.058011,-0.008928215,0.0072627207,0.9360121786594391,13,26624,906.8213828799999,26624
90.31,203.62742028000005,39,0.008818195,0.11904297,4.038076,-0.012517179,0.0058007203,0.9577859193086624,14,28672,959.1035707269998,28672
91.6,207.42780036,40,0.007928562,0.1071289,4.0141354,-0.011373016,0.0030890838,0.9834704734385014,15,30720,1009.188232389,30720
92.08,208.77478836999998,41,0.010126204,0.14257812,3.9660923,-0.016362164,0.00211503,0.9923470388166606,16,32768,1058.324860359,32768
92.79,210.80420765,40,0.009613773,0.1319336,3.9271164,-0.014624706,0.0020891365,0.9940886925905943,17,34816,1109.369386631,34816
94.34,215.23208352,37,0.008836348,0.12163086,3.914011,-0.013388706,0.003950514,0.9857332175597548,18,36864,1163.6812881819997,36864
96.15,220.48953031999997,39,0.008546335,0.121875,3.8981545,-0.016269613,0.004429524,0.9837304633110762,19,38912,1215.058813914,38912
98.08,226.24195280000004,38,0.009466438,0.12871094,3.871336,-0.017684933,0.004605765,0.9861787846311927,20,40960,1268.3448979519999,40960
100.39,233.26146071,38,0.008717965,0.12128906,3.838916,-0.016754676,0.00621405,0.9800747036933899,21,43008,1321.7436747719998,43008
103.55,243.95797504999996,39,0.008596398,0.11884765,3.8150482,-0.015436664,0.011492437,0.9648550450801849,22,45056,1373.877592292,45056
107.15,256.89614227999994,40,0.008313129,0.11367188,3.7915883,-0.014506656,0.009683723,0.9555992819368839,23,47104,1425.031632361,47104
111.39,271.61880369,40,0.007483189,0.09702148,3.7646396,-0.014598067,0.0083528375,0.9661558419466019,24,49152,1476.1230954839998,49152
115.64,287.45889396000007,38,0.009858993,0.13632813,3.7301266,-0.01805324,0.00795615,0.9702336117625237,25,51200,1529.709992528,51200
120.79,306.63413063,38,0.0076246215,0.09946289,3.6953945,-0.015111178,0.0054379003,0.9756531938910484,26,53248,1583.582661513,53248
125.42,324.74100072,38,0.009274862,0.11743164,3.6798253,-0.014069664,0.00324156,0.9831326194107533,27,55296,1637.0487555229997,55296
129.32,338.73996911,40,0.009973273,0.1361328,3.683223,-0.018001262,0.0026467545,0.9870262229815125,28,57344,1688.202934846,57344
133.67,355.1167582499999,41,0.009002112,0.12133789,3.6805248,-0.014323315,0.002113589,0.9917472219094634,29,59392,1737.5904247429999,59392
137.32,368.1873622400001,39,0.0068463623,0.084423825,3.6703153,-0.01207028,0.005750708,0.9777829106897116,30,61440,1789.6332055359999,61440
139.66,378.2757412699999,42,0.008804601,0.11791992,3.646134,-0.0135668535,0.0030374038,0.9904578356072307,31,63488,1837.937860607,63488
143.29,391.5034850400001,39,0.0081888195,0.11376953,3.6190999,-0.013821286,0.004859715,0.9832651875913143,32,65536,1889.2782783729995,65536
146.49,403.98491103,38,0.009773282,0.1294922,3.589241,-0.013469557,0.008428028,0.965923935174942,33,67584,1942.823926726,67584
151.71,422.20980693999996,39,0.0086069545,0.115478516,3.563376,-0.014681466,0.0053880224,0.9754363503307104,34,69632,1994.3271475939996,69632
156.14,437.46744796999997,39,0.008164371,0.11333008,3.5388343,-0.012860375,0.010834638,0.9706842582672834,35,71680,2046.560192603,71680
162.55,460.77535915,41,0.009365117,0.13198242,3.5162902,-0.013454685,0.0044038575,0.9817213434726,36,73728,2095.9177568359996,73728
169.32,485.57406425,40,0.0080504995,0.11069336,3.4946933,-0.013655853,0.004768315,0.9846480935811996,37,75776,2146.300683917,75776
174.4,505.27868228000006,40,0.009667844,0.13618164,3.469363,-0.01605786,0.0058970116,0.9818410594016314,38,77824,2196.3807783380003,77824
180.18,527.0201515599999,40,0.010439116,0.1385254,3.4551308,-0.014719114,0.002781332,0.9904303224757314,39,79872,2247.0023387240003,79872
188.14,554.3279680700001,40,0.008047698,0.10825195,3.4465613,-0.013791211,0.003862615,0.9849203797057271,40,81920,2296.9802672789997,81920
194.62,577.7071768499999,40,0.009346027,0.13105468,3.4393222,-0.014815679,0.0027955654,0.9902097443118691,41,83968,2347.8966443489994,83968
201.93,603.0731461500002,42,0.008702619,0.11611328,3.4334292,-0.01479513,0.003909542,0.9860306773334742,42,86016,2396.4614617149996,86016
209.42,629.6721025000002,39,0.009736671,0.13559571,3.4091175,-0.014406736,0.008085645,0.9707894064486027,43,88064,2447.790619146,88064
216.44,654.84415885,41,0.009686718,0.13364258,3.3915398,-0.014400914,0.0054307445,0.9824204705655575,44,90112,2496.987717621,90112
221.92,676.8616216300001,41,0.0077326684,0.10092773,3.3843868,-0.0118952375,0.0033396054,0.9894464835524559,45,92160,2546.6804520640003,92160
227.81,698.8342155,39,0.009034595,0.12036133,3.3748257,-0.014521254,0.003944698,0.9858164628967643,46,94208,2598.7805243359994,94208
231.23,715.28047485,40,0.011138987,0.14970703,3.3510818,-0.017105628,0.0035566431,0.9884034348651767,47,96256,2649.0854266359997,96256
236.95,735.8336928700003,39,0.00979554,0.13569336,3.323267,-0.014661777,0.0037359607,0.9863808015361428,48,98304,2701.5539680709994,98304
242.38,756.70197535,15,0.009444708,0.11884765,3.2900283,-0.017190108,0.0020186983,0.992505089379847,49,100352,2837.0407535560003,100352
249.68,783.3109017699999,10,0.008114448,0.107910156,3.2606301,-0.01594528,0.0017061175,0.9938413449563086,50,102400,3032.179479662,102400
256.17,805.64417282,42,0.0080552045,0.108789064,3.2317524,-0.012474158,0.0018073417,0.9917829921469092,51,104448,3080.318016809,104448
261.84,826.27077336,41,0.008808263,0.11855469,3.2222893,-0.013659887,0.0030005882,0.9862030874937773,52,106496,3129.8949636579996,106496
267.89,848.56146487,41,0.009311512,0.12807617,3.2020488,-0.014744584,0.0023848205,0.9900893084704876,53,108544,3179.0084829889997,108544
274.34,873.25055578,39,0.007732487,0.10322265,3.17172,-0.01068805,0.0019597684,0.9914894644171,54,110592,3230.547499275,110592
279.33,891.8961431099998,40,0.007481863,0.095458984,3.150413,-0.011538319,0.0026347328,0.9885601261630654,55,112640,3281.212797148,112640
284.84,910.66140044,40,0.008500176,0.117089845,3.1399782,-0.012235263,0.0018283008,0.9888772638514638,56,114688,3331.327126158,114688
289.62,928.5319158100002,39,0.008337049,0.11381836,3.1339633,-0.01365841,0.0014634689,0.9916901383548975,57,116736,3383.765089844,116736
293.23,940.1194025099999,40,0.0074192705,0.0993164,3.1248639,-0.009290857,0.0022655805,0.9894988173618913,58,118784,3434.415641807,118784
294.85,950.2148665400001,40,0.00779421,0.097753905,3.1100068,-0.011768049,0.0016835727,0.9917952977120876,59,120832,3485.3355377459998,120832
299.09,966.3499004600001,41,0.007841833,0.107177734,3.0898833,-0.011101114,0.0019530297,0.9914912050589919,60,122880,3534.637943061,122880
303.24,980.5215309600003,41,0.00847649,0.10888672,3.0568595,-0.014024806,0.0021570576,0.9874067222699523,61,124928,3584.1355996429998,124928
309.71,1003.57940797,40,0.009340508,0.12836914,3.0414398,-0.016431816,0.001982994,0.9905875707045197,62,126976,3634.647704853,126976
313.55,1019.7725951,38,0.009004842,0.12387695,3.0373328,-0.013048932,0.0011666659,0.9940019794739783,63,129024,3688.06504351,129024
