eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
11.06,16.800459880000002,42,0.0080837365,0.100292966,4.2273617,-0.014310243,39.663986,0.013794243335723877,1,2048,48.404117618,2048
9.63,16.28119931,413,0.006729734,0.07861328,4.182037,-0.010540159,36.337093,0.08507508039474487,2,4096,53.359682271,4096
9.99,17.196223180000004,392,0.007873168,0.10834961,4.1399775,-0.013494261,35.155922,0.16790539026260376,3,6144,58.572717773,6144
9.91,16.86996592,397,0.0074042254,0.09047852,4.10905,-0.011093356,31.167154,0.27929508686065674,4,8192,63.719895388999994,8192
8.86,16.92441932,454,0.0063385563,0.07495117,4.068203,-0.009051331,30.031897,0.3278394341468811,5,10240,68.227502805,10240
8.68,17.44606752,460,0.00699351,0.08286133,4.0194016,-0.009578599,26.335358,0.39321643114089966,6,12288,72.67290093400001,12288
8.23,17.14691407,412,0.004819822,0.051123045,3.9806933,-0.006100376,24.36059,0.464184045791626,7,14336,77.63749472,14336
7.88,17.52326597,383,0.006119609,0.06347656,3.9316692,-0.0070139496,21.514622,0.5271987020969391,8,16384,82.97986228600001,16384
7.08,16.944015139999998,432,0.0073544034,0.079589844,3.852319,-0.010958652,18.25541,0.5707744657993317,9,18432,87.71468580199999,18432
7.76,17.95495055,424,0.0072879433,0.09375,3.7802854,-0.008688829,18.38806,0.5947225391864777,10,20480,92.53800343700001,20480
8.63,18.00513073,428,0.0059951954,0.06391601,3.717802,-0.0077719614,15.268927,0.6297809183597565,11,22528,97.32144706099999,22528
8.0,18.189376000000003,434,0.008050808,0.0959961,3.651247,-0.010618982,15.543791,0.6353471577167511,12,24576,102.034621875,24576
8.64,18.97882056,449,0.0064844526,0.07128906,3.5786312,-0.008243745,15.572371,0.6491346955299377,13,26624,106.59360482299999,26624
9.68,19.26371246,446,0.008301196,0.11352539,3.5254586,-0.013380106,13.848491,0.6711916029453278,14,28672,111.178788545,28672
10.26,20.043044549999998,430,0.00858118,0.11225586,3.4773312,-0.011443913,14.967932,0.6809032261371613,15,30720,115.93288427499999,30720
10.74,20.684109740000004,362,0.009387985,0.11079101,3.4027183,-0.011997914,16.12152,0.6457284688949585,16,32768,121.576919559,32768
13.14,22.396824660000004,454,0.01010451,0.13725586,3.3342483,-0.0124408845,19.374086,0.612897515296936,17,34816,126.08601937100002,34816
15.77,24.36700101,476,0.00796522,0.10273437,3.283146,-0.012442047,19.702936,0.6018320620059967,18,36864,130.380481645,36864
15.54,24.166807350000003,459,0.0077527426,0.096875,3.2262397,-0.010904932,24.807245,0.5320642292499542,19,38912,134.837647792,38912
20.47,27.96808643,477,0.006635619,0.08457031,3.17095,-0.009725021,25.876736,0.5613946914672852,20,40960,139.130158998,40960
22.02,29.81195926,472,0.007501247,0.09560547,3.128807,-0.009294472,27.959225,0.5837977826595306,21,43008,143.466863807,43008
24.94,32.42701562,456,0.008584043,0.10961914,3.0886903,-0.012851995,29.779133,0.5439682602882385,22,45056,147.953764524,45056
28.12,36.00650883,478,0.008301295,0.097509764,3.0356314,-0.01228896,37.240128,0.5790199637413025,23,47104,152.230887115,47104
33.47,41.38166943,477,0.008952724,0.11411133,2.9860234,-0.012074089,38.813477,0.6292688250541687,24,49152,156.516471059,49152
37.7,45.48958955999999,480,0.0062573873,0.07563476,2.9567668,-0.0060116593,43.872517,0.6012347638607025,25,51200,160.783724895,51200
40.82,49.799335529999986,480,0.008136845,0.10825195,2.9083793,-0.009033197,48.4856,0.6167276203632355,26,53248,165.046457879,53248
39.53,49.71025039,477,0.00829534,0.107470706,2.8746173,-0.012803177,42.662003,0.6261101067066193,27,55296,169.340551126,55296
40.93,50.98820954000001,481,0.0080530355,0.104003906,2.8537965,-0.009554585,49.09213,0.6057458519935608,28,57344,173.59313454300002,57344
43.53,54.08090161,452,0.00807867,0.09682617,2.800485,-0.007325141,45.965084,0.6544201076030731,29,59392,178.119288587,59392
43.27,54.07936504,454,0.007742663,0.09604492,2.7562425,-0.008512569,44.039215,0.6289913952350616,30,61440,182.624667913,61440
43.38,54.10062392,458,0.0065984065,0.0803711,2.7180886,-0.0069545833,42.87759,0.6763056814670563,31,63488,187.09198488500002,63488
42.41,53.844460469999994,467,0.008438599,0.10839844,2.66857,-0.011118644,42.986137,0.6835157573223114,32,65536,191.473131431,65536
42.92,55.655858089999995,477,0.008173564,0.10688476,2.6341462,-0.009118406,46.38894,0.6963434815406799,33,67584,195.76132203400002,67584
43.34,57.90417426000001,465,0.007266684,0.09311523,2.5976338,-0.0076563163,49.046997,0.716140866279602,34,69632,200.161401066,69632
43.71,59.376799629999994,449,0.006845647,0.08071289,2.5457494,-0.0051934025,47.75047,0.6866430342197418,35,71680,204.719311682,71680
45.27,60.75581666,430,0.0069782273,0.08139648,2.4823363,-0.006785585,46.59535,0.7205024659633636,36,73728,209.47317993800002,73728
47.26,62.785697569999996,453,0.008779617,0.11225586,2.4072576,-0.008914403,48.734497,0.7267376482486725,37,75776,213.98554984700002,75776
49.45,65.42623087999999,466,0.006976402,0.088574216,2.3540726,-0.005639854,49.4542,0.738623857498169,38,77824,218.380340057,77824
50.52,67.33374607,503,0.007919924,0.101660155,2.3196473,-0.008104069,50.77099,0.7308347523212433,39,79872,222.446820635,79872
51.98,69.25817473,509,0.00796503,0.0987793,2.2733107,-0.004918704,48.243984,0.7454114556312561,40,81920,226.469884529,81920
50.95,68.39747432,498,0.008970327,0.122607425,2.239136,-0.008963421,44.27556,0.7788887172937393,41,83968,230.5769308,83968
51.06,68.86961907999999,482,0.0070854137,0.08476563,2.201569,-0.0058036176,45.83464,0.765293225646019,42,86016,234.823951669,86016
52.54,70.46374146,453,0.007662414,0.10058594,2.1666532,-0.0051962673,45.9524,0.7875925153493881,43,88064,239.33804284200002,88064
53.4,71.15721349,505,0.008149036,0.100292966,2.1222117,-0.005933383,40.28463,0.7878556102514267,44,90112,243.391961418,90112
54.14,72.47691939999999,502,0.009001811,0.11850586,2.084531,-0.007668341,44.462547,0.7890611588954926,45,92160,247.471373072,92160
53.72,72.8433806,504,0.008727333,0.11333008,2.0769057,-0.005689312,41.644573,0.7880382686853409,46,94208,251.53236879600001,94208
52.98,73.06816043999999,492,0.0076491623,0.091992185,2.0385075,-0.0073631173,41.63065,0.7914412915706635,47,96256,255.688722079,96256
54.31,74.79295519,491,0.0092213135,0.124902345,2.0021644,-0.0075226747,43.168285,0.7816083878278732,48,98304,259.858846406,98304
56.36,76.72111958,504,0.008195687,0.10493164,1.9786406,-0.0058014537,42.46535,0.7799772471189499,49,100352,263.922487991,100352
58.54,78.77394046,483,0.007840566,0.10063477,1.9432793,-0.0076634907,42.44962,0.774738073348999,50,102400,268.16309506700003,102400
59.0,79.28457441,507,0.009409333,0.13095704,1.9158094,-0.0066581257,40.362316,0.8093610256910324,51,104448,272.203255717,104448
59.93,80.41526322,500,0.00991309,0.14140625,1.8998592,-0.010974043,44.524837,0.7878744304180145,52,106496,276.299896784,106496
61.69,83.66325155999999,499,0.0104861045,0.14321288,1.8524469,-0.010743212,50.121223,0.8059776425361633,53,108544,280.404586844,108544
65.03,89.28076827999999,502,0.010484698,0.14912109,1.8077953,-0.011028343,57.50703,0.8276765942573547,54,110592,284.484655383,110592
68.99,95.3643156,480,0.012363439,0.17036133,1.7917261,-0.015203786,60.807472,0.7991857081651688,55,112640,288.743819276,112640
71.76,100.67252995999998,461,0.011085479,0.16030273,1.767317,-0.012944822,67.036156,0.7901306003332138,56,114688,293.180836396,114688
76.89,107.83244807999999,430,0.012044335,0.16254883,1.7303355,-0.008923909,73.64488,0.7736564725637436,57,116736,297.936761561,116736
79.97,113.56003206000001,475,0.010454966,0.13896485,1.7055041,-0.0050217262,76.52577,0.8283221423625946,58,118784,302.24314978,118784
81.25,117.25294707,514,0.00811189,0.10639648,1.6754398,-0.007932649,74.59048,0.784722700715065,59,120832,306.22138055700003,120832
81.06,118.80424420000001,498,0.008502313,0.11367188,1.6475036,-0.008821184,76.17704,0.7639795690774918,60,122880,310.331423508,122880
79.65,118.84871301999998,499,0.008651127,0.11484375,1.6294498,-0.0058459323,78.43006,0.7842236459255219,61,124928,314.435913835,124928
80.75,119.76598594,495,0.00744598,0.09946289,1.6241529,-0.003977036,71.405495,0.7697553783655167,62,126976,318.569525476,126976
82.67,122.44171453999999,502,0.007890921,0.097998045,1.606177,-0.003795687,75.63606,0.7918343842029572,63,129024,322.642700659,129024
83.71,124.48095594,483,0.009633394,0.12817383,1.604153,-0.00550639,77.35749,0.7987506985664368,64,131072,326.876323004,131072
83.87,125.12408081000001,447,0.0085714,0.1109375,1.6057945,-0.0069364263,71.66681,0.8031259626150131,65,133120,331.457496354,133120
82.48,124.57569132000002,321,0.006791454,0.084667966,1.590361,-0.0040926454,68.42955,0.7961288094520569,66,135168,337.829141802,135168
81.65,123.70951761,356,0.0074701323,0.09418945,1.5891924,-0.0011380852,68.06015,0.814815104007721,67,137216,343.575777356,137216
